individual,language_indiv,filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,TGT_first,speaker_tgt_oth,speaker_x,correct_answer,binarized_answer,nb_stimuli,TGT_first_code,language_indiv_code,language_stimuli,language_stimuli_code
89,english,GR_TRIP67207_1,øː,yː,ts,k,GR314,GR284,GR459,GR-participant4,GR-participant3,True,2,1,80,1,0,GR,3
89,english,ES_TRIP3107_0,ɤ:,æ:,m,v,ES43,ES10,ES136,ES-participant2,ES-participant4,False,1,1,81,0,0,ES,6
89,english,ES_TRIP7926_1,i:,ɤ:,l,s,ES20,ES31,ES221,ES-participant2,ES-participant1,True,3,1,82,1,0,ES,6
89,english,ES_TRIP29318_0,æ:,y:,s,t,ES193,ES192,ES64,ES-participant3,ES-participant2,False,3,1,83,0,0,ES,6
89,english,BR_TRIP58138_1,ɛ,i,f,s,BR732,BR742,BR630,BR-participant1,BR-participant3,True,3,1,84,1,0,BR,2
89,english,GR_TRIP29348_0,ʏ,ɪ,f,t,GR567,GR636,GR715,GR-participant1,GR-participant5,False,-3,-1,85,0,0,GR,3
89,english,GR_TRIP69259_1,uː,ʊ,f,t,GR728,GR661,GR450,GR-participant5,GR-participant3,True,2,1,86,1,0,GR,3
89,english,FR_TRIP12532_0,ɛ̃,ɛ,f,f,FR1978,FR1828,FR3486,FR-participant3,FR-participant5,False,3,1,87,0,0,FR,0
89,english,ES_TRIP16713_1,ø:,æ:,m,v,ES327,ES331,ES78,ES-participant5,ES-participant4,True,3,1,88,1,0,ES,6
89,english,ES_TRIP16905_0,ɤ:,ø:,m,v,ES340,ES327,ES148,ES-participant5,ES-participant3,False,2,1,89,0,0,ES,6
89,english,FR_TRIP56866_1,ɛ,e,f,f,FR1206,FR1685,FR623,FR-participant4,FR-participant2,True,-2,-1,90,1,0,FR,0
89,english,GR_TRIP61242_0,ʊ,ʏ,f,s,GR262,GR268,GR542,GR-participant4,GR-participant1,False,-3,-1,91,0,0,GR,3
89,english,ES_TRIP33672_0,y:,ø:,l,s,ES234,ES219,ES294,ES-participant1,ES-participant5,False,2,1,92,0,0,ES,6
89,english,GL_TRIP913_1,e,ɛ,f,f,GLO63,GLO73,GLO66,S05M,S02M,True,-2,-1,93,1,0,GL,4
89,english,EN_TRIP2838_0,ʊ,u,z,b,EN203,EN43,EN1727,EN-participant6,EN-participant1,False,3,1,94,0,0,EN,1
89,english,ES_TRIP21197_0,i:,y:,m,v,ES113,ES114,ES353,ES-participant4,ES-participant5,False,2,1,95,0,0,ES,6
89,english,BR_TRIP65882_0,ẽ,ĩ,l,s,BR839,BR845,BR1020,BR-participant1,BR-participant5,False,3,1,96,0,0,BR,2
89,english,BR_TRIP50974_1,õ,ɔ,k,f,BR855,BR824,BR565,BR-participant1,BR-participant3,True,-2,-1,97,1,0,BR,2
89,english,TU_TRIP897_0,ɯ,i,f,z,TU115,TU120,TU240,TU-participant4,TU-participant1,False,3,1,98,0,0,TU,5
89,english,FR_TRIP82467_1,œ,o,z,b,FR3951,FR3528,FR3364,FR-participant5,FR-participant7,True,3,1,99,1,0,FR,0
89,english,TU_TRIP375_1,u,i,f,z,TU99,TU120,TU202,TU-participant4,TU-participant1,True,-2,-1,100,1,0,TU,5
89,english,ES_TRIP9916_1,ɤ:,y:,s,t,ES298,ES288,ES226,ES-participant5,ES-participant1,True,-2,-1,101,1,0,ES,6
89,english,EN_TRIP24202_1,ɛ,eɪ,f,s,EN610,EN495,EN2157,EN-participant2,EN-participant7,True,3,1,102,1,0,EN,1
89,english,BR_TRIP15874_0,ũ,u,d,k,BR522,BR612,BR671,BR-participant3,BR-participant1,False,3,1,103,0,0,BR,2
89,english,GR_TRIP38331_1,ʏ,iː,b,s,GR547,GR628,GR28,GR-participant1,GR-participant6,True,3,1,104,1,0,GR,3
89,english,TU_TRIP2124_0,u,y,ʃ,t,TU92,TU81,TU29,TU-participant4,TU-participant2,False,-2,-1,105,0,0,TU,5
89,english,TU_TRIP7413_1,u,ɯ,t,s,TU34,TU53,TU135,TU-participant2,TU-participant3,True,3,1,106,1,0,TU,5
89,english,FR_TRIP66337_0,œ,ø,z,f,FR1602,FR1233,FR3367,FR-participant4,FR-participant7,False,3,1,107,0,0,FR,0
89,english,GL_TRIP703_0,aː,a,p,p,GLO6,GLO108,GLO34,S05M,S07F,False,3,1,108,0,0,GL,4
89,english,BR_TRIP33981_1,ɐ̃,ẽ,t,t,BR292,BR301,BR915,BR-participant4,BR-participant5,True,-2,-1,109,1,0,BR,2
89,english,BR_TRIP8492_0,õ,ĩ,s,t,BR23,BR153,BR701,BR-participant2,BR-participant1,False,2,1,110,0,0,BR,2
89,english,GL_TRIP104_0,i,ɛ,p,p,GLO78,GLO39,GLO25,S03M,S04F,False,3,1,111,0,0,GL,4
89,english,BR_TRIP42661_1,e,ĩ,z,b,BR288,BR411,BR935,BR-participant4,BR-participant5,True,-2,-1,112,1,0,BR,2
89,english,EN_TRIP12160_1,ɪ,æ,z,b,EN2527,EN2307,EN959,EN-participant5,EN-participant4,True,2,1,113,1,0,EN,1
89,english,EN_TRIP22762_0,ɑ,ʌ,z,f,EN552,EN459,EN1927,EN-participant2,EN-participant7,False,3,1,114,0,0,EN,1
89,english,GR_TRIP72609_1,øː,ʏ,ts,k,GR761,GR670,GR524,GR-participant5,GR-participant1,True,2,1,115,1,0,GR,3
89,english,BR_TRIP44489_0,ɔ,o,k,s,BR236,BR393,BR200,BR-participant4,BR-participant2,False,2,1,116,0,0,BR,2
89,english,FR_TRIP12445_1,ø,ɔ,f,f,FR1847,FR2004,FR3981,FR-participant3,FR-participant5,True,2,1,117,1,0,FR,0
89,english,BR_TRIP50763_1,a,ɐ̃,k,b,BR745,BR680,BR33,BR-participant1,BR-participant2,True,2,1,118,1,0,BR,2
89,english,TU_TRIP5964_0,ɯ,y,p,t,TU188,TU170,TU24,TU-participant3,TU-participant2,False,3,1,119,0,0,TU,5
89,english,EN_TRIP22922_0,ɪ,ʊ,z,f,EN720,EN651,EN2197,EN-participant2,EN-participant7,False,-3,-1,120,0,0,EN,1
89,english,BR_TRIP40731_1,ũ,ɐ̃,m,d,BR277,BR296,BR520,BR-participant4,BR-participant3,True,3,1,121,1,0,BR,2
89,english,TU_TRIP9461_1,i,y,ʃ,t,TU256,TU237,TU179,TU-participant1,TU-participant3,True,-3,-1,122,1,0,TU,5
89,english,EN_TRIP40619_0,ʊ,ʌ,z,f,EN1730,EN1602,EN2375,EN-participant1,EN-participant5,False,-2,-1,123,0,0,EN,1
89,english,EN_TRIP2885_1,æ,ɑ,z,b,EN261,EN135,EN1450,EN-participant6,EN-participant3,True,3,1,124,1,0,EN,1
89,english,FR_TRIP49607_0,œ,ɔ,z,b,FR391,FR37,FR4446,FR-participant6,FR-participant8,False,-3,-1,125,0,0,FR,0
89,english,GL_TRIP1530_1,o,ɔ,f,f,GLO109,GLO118,GLO7,S04F,S03M,True,3,1,126,1,0,GL,4
89,english,FR_TRIP2401_0,u,ɔ,f,f,FR1097,FR1034,FR3858,FR-participant2,FR-participant5,False,3,1,127,0,0,FR,0
89,english,TU_TRIP8912_1,œ,y,d,ʃ,TU63,TU8,TU103,TU-participant2,TU-participant4,True,-2,-1,128,1,0,TU,5
89,english,FR_TRIP19134_0,i,e,z,b,FR2094,FR1914,FR53,FR-participant3,FR-participant6,False,3,1,129,0,0,FR,0
89,english,EN_TRIP8696_1,i,ɪ,f,s,EN2128,EN1991,EN826,EN-participant7,EN-participant4,True,3,1,130,1,0,EN,1
89,english,BR_TRIP7763_0,ĩ,ɐ̃,l,s,BR16,BR5,BR845,BR-participant2,BR-participant1,False,3,1,131,0,0,BR,2
89,english,BR_TRIP33192_0,ẽ,ũ,s,t,BR1051,BR904,BR405,BR-participant5,BR-participant4,False,3,1,132,0,0,BR,2
89,english,FR_TRIP7055_0,ɑ̃,ɛ̃,z,b,FR834,FR714,FR2347,FR-participant2,FR-participant1,False,-2,-1,133,0,0,FR,0
89,english,GR_TRIP63897_1,yː,aː,b,s,GR279,GR318,GR526,GR-participant4,GR-participant1,True,2,1,134,1,0,GR,3
89,english,ES_TRIP5603_1,ɤ:,a:,s,t,ES61,ES29,ES190,ES-participant2,ES-participant3,True,-2,-1,135,1,0,ES,6
89,english,BR_TRIP63590_1,o,u,k,s,BR829,BR780,BR529,BR-participant1,BR-participant3,True,2,1,136,1,0,BR,2
89,english,BR_TRIP48484_0,ĩ,i,s,k,BR309,BR373,BR972,BR-participant4,BR-participant5,False,2,1,137,0,0,BR,2
89,english,GL_TRIP863_1,i,e,f,f,GLO58,GLO63,GLO53,S05M,S07F,True,3,1,138,1,0,GL,4
89,english,EN_TRIP4023_0,æ,ʌ,t,s,EN124,EN250,EN1428,EN-participant6,EN-participant3,False,-2,-1,139,0,0,EN,1
89,english,GR_TRIP50100_1,iː,ɪ,f,t,GR121,GR48,GR572,GR-participant6,GR-participant1,True,-2,-1,140,1,0,GR,3
89,english,BR_TRIP57306_0,ɛ,e,t,ʃ,BR733,BR817,BR38,BR-participant1,BR-participant2,False,2,1,141,0,0,BR,2
89,english,BR_TRIP32507_1,õ,ũ,s,t,BR899,BR958,BR701,BR-participant5,BR-participant1,True,2,1,142,1,0,BR,2
89,english,BR_TRIP20793_0,ẽ,õ,l,s,BR546,BR567,BR682,BR-participant3,BR-participant1,False,1,1,143,0,0,BR,2
89,english,GR_TRIP35501_1,aː,ʏ,f,s,GR601,GR566,GR345,GR-participant1,GR-participant4,True,2,1,144,1,0,GR,3
89,english,ES_TRIP34177_1,æ:,a:,l,s,ES271,ES224,ES307,ES-participant1,ES-participant5,True,1,1,145,1,0,ES,6
89,english,BR_TRIP31222_0,ũ,ĩ,f,s,BR896,BR969,BR674,BR-participant5,BR-participant1,False,-2,-1,146,0,0,BR,2
89,english,EN_TRIP40165_0,u,ɑ,z,b,EN1863,EN1639,EN2753,EN-participant1,EN-participant8,False,1,1,147,0,0,EN,1
89,english,FR_TRIP83979_1,ɛ̃,e,z,f,FR3473,FR3460,FR4206,FR-participant5,FR-participant8,True,2,1,148,1,0,FR,0
89,english,GR_TRIP24606_0,uː,yː,z,t,GR449,GR443,GR14,GR-participant3,GR-participant6,False,-3,-1,149,0,0,GR,3
89,english,FR_TRIP55329_1,o,ɔ,f,f,FR542,FR369,FR3214,FR-participant6,FR-participant7,True,1,1,150,1,0,FR,0
89,english,TU_TRIP11304_0,œ,ɯ,t,s,TU217,TU228,TU74,TU-participant1,TU-participant4,False,-3,-1,151,0,0,TU,5
89,english,ES_TRIP17553_1,i:,æ:,m,v,ES341,ES331,ES149,ES-participant5,ES-participant3,True,-1,-1,152,1,0,ES,6
89,english,FR_TRIP36190_0,i,y,z,f,FR4405,FR4332,FR56,FR-participant8,FR-participant6,False,-3,-1,153,0,0,FR,0
89,english,BR_TRIP16672_1,õ,ɐ̃,m,d,BR569,BR477,BR668,BR-participant3,BR-participant1,True,-3,-1,154,1,0,BR,2
89,english,GR_TRIP18079_0,ʏ,yː,f,t,GR430,GR467,GR694,GR-participant3,GR-participant5,False,2,1,155,0,0,GR,3
89,english,FR_TRIP84215_1,ɔ̃,ɑ̃,z,f,FR3719,FR3642,FR4250,FR-participant5,FR-participant8,True,2,1,156,1,0,FR,0
89,english,BR_TRIP30615_0,i,e,d,s,BR993,BR864,BR326,BR-participant5,BR-participant4,False,-2,-1,157,0,0,BR,2
89,english,EN_TRIP17778_0,ʊ,u,z,f,EN2927,EN2756,EN1023,EN-participant8,EN-participant4,False,3,1,158,0,0,EN,1
89,english,BR_TRIP172_1,u,ũ,k,b,BR190,BR26,BR725,BR-participant2,BR-participant1,True,2,1,159,1,0,BR,2
89,english,FR_TRIP19220_1,œ,ɔ,z,b,FR2136,FR2216,FR1599,FR-participant3,FR-participant4,True,-2,-1,160,1,0,FR,0
89,english,GL_TRIP2256_0,e,ɛ,g,g,GLO105,GLO24,GLO68,S01F,S03M,False,3,1,161,0,0,GL,4
89,english,BR_TRIP9180_1,ũ,ĩ,f,s,BR175,BR157,BR664,BR-participant2,BR-participant1,True,-3,-1,162,1,0,BR,2
89,english,TU_TRIP6015_0,i,y,f,z,TU44,TU4,TU151,TU-participant2,TU-participant3,False,-2,-1,163,0,0,TU,5
89,english,ES_TRIP37237_1,æ:,ɤ:,m,v,ES259,ES244,ES343,ES-participant1,ES-participant5,True,3,1,164,1,0,ES,6
89,english,FR_TRIP17782_0,ɔ,o,z,f,FR2219,FR1891,FR2655,FR-participant3,FR-participant1,False,3,1,165,0,0,FR,0
89,english,ES_TRIP29363_1,æ:,a:,s,t,ES193,ES158,ES313,ES-participant3,ES-participant5,True,-3,-1,166,1,0,ES,6
89,english,GL_TRIP2243_0,aː,a,g,g,GLO54,GLO122,GLO146,S01F,S05M,False,-3,-1,167,0,0,GL,4
89,english,FR_TRIP64782_0,ɔ,u,z,b,FR1303,FR1324,FR4004,FR-participant4,FR-participant8,False,2,1,168,0,0,FR,0
89,english,GR_TRIP2833_1,aː,yː,ɡ,s,GR201,GR226,GR703,GR-participant2,GR-participant5,True,2,1,169,1,0,GR,3
89,english,BR_TRIP32743_0,ũ,ɐ̃,s,t,BR894,BR918,BR337,BR-participant5,BR-participant4,False,3,1,170,0,0,BR,2
89,english,GL_TRIP896_1,ɔ,o,f,f,GLO61,GLO125,GLO118,S05M,S04F,True,2,1,171,1,0,GL,4
89,english,BR_TRIP44975_1,o,u,k,s,BR393,BR349,BR529,BR-participant4,BR-participant3,True,3,1,172,1,0,BR,2
89,english,ES_TRIP30249_0,i:,ɤ:,l,s,ES161,ES172,ES293,ES-participant3,ES-participant5,False,1,1,173,0,0,ES,6
89,english,BR_TRIP25087_1,ẽ,ũ,z,b,BR962,BR895,BR770,BR-participant5,BR-participant1,True,2,1,174,1,0,BR,2
89,english,EN_TRIP36422_1,æ,ɪ,z,f,EN1453,EN1240,EN2819,EN-participant3,EN-participant8,True,1,1,175,1,0,EN,1
89,english,GR_TRIP56638_0,ɪ,iː,ɡ,s,GR303,GR374,GR188,GR-participant4,GR-participant2,False,2,1,176,0,0,GR,3
89,english,TU_TRIP9295_0,u,y,ʃ,t,TU248,TU237,TU92,TU-participant1,TU-participant4,False,2,1,177,0,0,TU,5
89,english,EN_TRIP37232_1,eɪ,ɛ,f,s,EN1616,EN1801,EN2843,EN-participant1,EN-participant8,True,2,1,178,1,0,EN,1
89,english,FR_TRIP69970_0,ɛ,e,z,f,FR3782,FR3460,FR4113,FR-participant1,FR-participant8,False,2,1,179,0,0,FR,0
90,english,BR_TRIP4332_0,ũ,ẽ,z,b,BR174,BR144,BR663,BR-participant2,BR-participant1,False,3,1,0,0,0,BR,2
90,english,TU_TRIP8912_1,œ,y,d,ʃ,TU63,TU8,TU103,TU-participant2,TU-participant4,True,3,1,1,1,0,TU,5
90,english,EN_TRIP28809_1,ʊ,u,f,s,EN1034,EN837,EN2269,EN-participant4,EN-participant7,True,-3,-1,2,1,0,EN,1
90,english,GR_TRIP48292_0,uː,ʊ,f,t,GR51,GR92,GR576,GR-participant6,GR-participant1,False,2,1,3,0,0,GR,3
90,english,FR_TRIP76057_0,œ,o,f,f,FR3566,FR3409,FR4245,FR-participant5,FR-participant8,False,3,1,4,0,0,FR,0
90,english,ES_TRIP13190_1,y:,æ:,l,s,ES294,ES307,ES234,ES-participant5,ES-participant1,True,2,1,5,1,0,ES,6
90,english,BR_TRIP61094_0,ĩ,e,s,k,BR649,BR753,BR1031,BR-participant1,BR-participant5,False,3,1,6,0,0,BR,2
90,english,EN_TRIP7218_1,ɑ,æ,z,f,EN1927,EN2017,EN1207,EN-participant7,EN-participant3,True,3,1,7,1,0,EN,1
90,english,BR_TRIP63590_1,o,u,k,s,BR829,BR780,BR529,BR-participant1,BR-participant3,True,-2,-1,8,1,0,BR,2
90,english,GL_TRIP702_0,aː,a,p,p,GLO6,GLO108,GLO97,S05M,S01F,False,-1,-1,9,0,0,GL,4
90,english,FR_TRIP82314_1,i,e,z,b,FR3824,FR3457,FR777,FR-participant5,FR-participant2,True,3,1,10,1,0,FR,0
90,english,ES_TRIP6338_0,æ:,ø:,s,t,ES64,ES60,ES121,ES-participant2,ES-participant4,False,3,1,11,0,0,ES,6
90,english,GR_TRIP41043_1,ʏ,yː,b,s,GR28,GR4,GR396,GR-participant6,GR-participant3,True,-2,-1,12,1,0,GR,3
90,english,BR_TRIP39754_0,ɐ̃,õ,m,d,BR253,BR276,BR948,BR-participant4,BR-participant5,False,2,1,13,0,0,BR,2
90,english,FR_TRIP66337_1,œ,ø,z,f,FR1602,FR1233,FR3367,FR-participant4,FR-participant7,True,-2,-1,14,1,0,FR,0
90,english,TU_TRIP7295_0,u,i,t,s,TU34,TU2,TU192,TU-participant2,TU-participant3,False,3,1,15,0,0,TU,5
90,english,ES_TRIP21180_0,i:,y:,m,v,ES80,ES138,ES8,ES-participant4,ES-participant2,False,2,1,16,0,0,ES,6
90,english,GR_TRIP32421_0,ɪ,ʏ,ɡ,s,GR637,GR607,GR49,GR-participant1,GR-participant6,False,3,1,17,0,0,GR,3
90,english,BR_TRIP33774_0,ɛ,i,t,t,BR315,BR384,BR860,BR-participant4,BR-participant5,False,3,1,18,0,0,BR,2
90,english,EN_TRIP12179_1,ɪ,i,z,b,EN2527,EN2488,EN717,EN-participant5,EN-participant2,True,3,1,19,1,0,EN,1
90,english,TU_TRIP9838_1,y,ɯ,p,t,TU225,TU230,TU170,TU-participant1,TU-participant3,True,-2,-1,20,1,0,TU,5
90,english,GR_TRIP77222_1,ʊ,ʏ,f,s,GR708,GR666,GR236,GR-participant5,GR-participant2,True,3,1,21,1,0,GR,3
90,english,FR_TRIP27687_1,ɔ̃,ɑ̃,z,f,FR3328,FR2996,FR83,FR-participant7,FR-participant6,True,2,1,22,1,0,FR,0
90,english,BR_TRIP65385_0,õ,ẽ,l,s,BR700,BR839,BR888,BR-participant1,BR-participant5,False,3,1,23,0,0,BR,2
90,english,ES_TRIP6779_1,a:,ɤ:,s,t,ES65,ES13,ES122,ES-participant2,ES-participant4,True,3,1,24,1,0,ES,6
90,english,EN_TRIP15348_0,ʌ,ʊ,t,s,EN2733,EN2689,EN1439,EN-participant8,EN-participant3,False,3,1,25,0,0,EN,1
90,english,GL_TRIP320_1,ɛ,e,f,f,GLO123,GLO55,GLO115,S03M,S07F,True,3,1,26,1,0,GL,4
90,english,BR_TRIP20346_0,e,i,s,p,BR490,BR454,BR284,BR-participant3,BR-participant4,False,-2,-1,27,0,0,BR,2
90,english,FR_TRIP64830_1,ɔ,o,z,b,FR1303,FR1641,FR4004,FR-participant4,FR-participant8,True,2,1,28,1,0,FR,0
90,english,GR_TRIP27732_0,yː,iː,f,t,GR597,GR572,GR280,GR-participant1,GR-participant4,False,3,1,29,0,0,GR,3
90,english,TU_TRIP617_1,i,ɯ,f,z,TU107,TU84,TU254,TU-participant4,TU-participant1,True,2,1,30,1,0,TU,5
90,english,BR_TRIP21806_0,ũ,õ,s,t,BR523,BR568,BR433,BR-participant3,BR-participant4,False,2,1,31,0,0,BR,2
90,english,GR_TRIP68833_1,yː,uː,z,t,GR680,GR727,GR182,GR-participant5,GR-participant2,True,-2,-1,32,1,0,GR,3
90,english,EN_TRIP24119_0,eɪ,ɛ,f,s,EN495,EN610,EN117,EN-participant2,EN-participant6,False,3,1,33,0,0,EN,1
90,english,FR_TRIP49536_1,ɛ,e,z,b,FR101,FR342,FR1812,FR-participant6,FR-participant3,True,-3,-1,34,1,0,FR,0
90,english,GR_TRIP62168_0,iː,ʏ,f,s,GR292,GR326,GR489,GR-participant4,GR-participant3,False,2,1,35,0,0,GR,3
90,english,BR_TRIP50777_0,a,ɐ̃,k,b,BR745,BR767,BR626,BR-participant1,BR-participant3,False,3,1,36,0,0,BR,2
90,english,BR_TRIP41881_1,ĩ,ẽ,z,b,BR304,BR256,BR60,BR-participant4,BR-participant2,True,2,1,37,1,0,BR,2
90,english,ES_TRIP16905_1,ɤ:,ø:,m,v,ES340,ES327,ES148,ES-participant5,ES-participant3,True,-2,-1,38,1,0,ES,6
90,english,GL_TRIP1321_0,e,i,g,g,GLO0,GLO9,GLO137,S04F,S05M,False,2,1,39,0,0,GL,4
90,english,EN_TRIP27449_1,ɑ,ʌ,z,f,EN775,EN897,EN2723,EN-participant4,EN-participant8,True,3,1,40,1,0,EN,1
90,english,FR_TRIP2401_0,u,ɔ,f,f,FR1097,FR1034,FR3858,FR-participant2,FR-participant5,False,2,1,41,0,0,FR,0
90,english,TU_TRIP690_1,y,u,f,z,TU123,TU90,TU4,TU-participant4,TU-participant2,True,2,1,42,1,0,TU,5
90,english,BR_TRIP18877_0,ẽ,ɐ̃,k,s,BR549,BR472,BR772,BR-participant3,BR-participant1,False,2,1,43,0,0,BR,2
90,english,GR_TRIP6021_1,aː,ʏ,f,s,GR203,GR242,GR20,GR-participant2,GR-participant6,True,3,1,44,1,0,GR,3
90,english,BR_TRIP27614_0,o,ɔ,z,f,BR1005,BR1057,BR394,BR-participant5,BR-participant4,False,3,1,45,0,0,BR,2
90,english,ES_TRIP30249_1,i:,ɤ:,l,s,ES161,ES172,ES293,ES-participant3,ES-participant5,True,2,1,46,1,0,ES,6
90,english,FR_TRIP30693_0,ɛ̃,ɛ,f,f,FR3111,FR2928,FR1157,FR-participant7,FR-participant4,False,2,1,47,0,0,FR,0
90,english,ES_TRIP34177_1,æ:,a:,l,s,ES271,ES224,ES307,ES-participant1,ES-participant5,True,3,1,48,1,0,ES,6
90,english,ES_TRIP3784_0,y:,ɤ:,m,v,ES57,ES7,ES186,ES-participant2,ES-participant3,False,-2,-1,49,0,0,ES,6
90,english,BR_TRIP47059_1,ĩ,ũ,s,t,BR416,BR280,BR559,BR-participant4,BR-participant3,True,-1,-1,50,1,0,BR,2
90,english,EN_TRIP2900_0,æ,ʌ,z,b,EN261,EN364,EN980,EN-participant6,EN-participant4,False,3,1,51,0,0,EN,1
90,english,TU_TRIP4197_0,u,ɯ,t,s,TU192,TU160,TU203,TU-participant3,TU-participant1,False,3,1,52,0,0,TU,5
90,english,GR_TRIP10332_1,ʏ,øː,l,t,GR156,GR251,GR31,GR-participant2,GR-participant6,True,-1,-1,53,1,0,GR,3
90,english,FR_TRIP71626_1,ɔ,ø,f,f,FR2733,FR2642,FR2910,FR-participant1,FR-participant7,True,2,1,54,1,0,FR,0
90,english,EN_TRIP40453_0,ɪ,æ,z,f,EN1572,EN1695,EN2982,EN-participant1,EN-participant8,False,3,1,55,0,0,EN,1
90,english,BR_TRIP36633_1,õ,ɔ,k,f,BR271,BR234,BR20,BR-participant4,BR-participant2,True,-2,-1,56,1,0,BR,2
90,english,GL_TRIP1720_0,o,ɔ,g,g,GLO117,GLO65,GLO19,S02M,S03M,False,2,1,57,0,0,GL,4
90,english,GR_TRIP12152_1,øː,yː,ks,d,GR253,GR137,GR125,GR-participant2,GR-participant6,True,2,1,58,1,0,GR,3
90,english,BR_TRIP65917_0,ĩ,õ,l,s,BR775,BR700,BR967,BR-participant1,BR-participant5,False,3,1,59,0,0,BR,2
90,english,ES_TRIP31720_1,ɤ:,æ:,s,t,ES226,ES217,ES298,ES-participant1,ES-participant5,True,2,1,60,1,0,ES,6
90,english,BR_TRIP27372_0,u,ũ,d,k,BR911,BR957,BR244,BR-participant5,BR-participant4,False,3,1,61,0,0,BR,2
90,english,FR_TRIP49587_0,ɛ̃,ɑ̃,z,b,FR159,FR453,FR1962,FR-participant6,FR-participant3,False,2,1,62,0,0,FR,0
90,english,GL_TRIP1189_0,ɛ,i,g,g,GLO59,GLO133,GLO148,S05M,S02M,False,3,1,63,0,0,GL,4
90,english,BR_TRIP11858_1,ɐ̃,ũ,k,b,BR478,BR521,BR790,BR-participant3,BR-participant1,True,-2,-1,64,1,0,BR,2
90,english,ES_TRIP4250_1,æ:,i:,m,v,ES46,ES44,ES139,ES-participant2,ES-participant4,True,2,1,65,1,0,ES,6
90,english,BR_TRIP7603_1,ɐ̃,ĩ,l,s,BR138,BR61,BR233,BR-participant2,BR-participant4,True,3,1,66,1,0,BR,2
90,english,GR_TRIP71408_0,iː,ɪ,f,t,GR699,GR725,GR218,GR-participant5,GR-participant2,False,2,1,67,0,0,GR,3
90,english,FR_TRIP66395_0,e,ɛ̃,z,f,FR1626,FR1483,FR1917,FR-participant4,FR-participant3,False,3,1,68,0,0,FR,0
90,english,EN_TRIP3413_1,ʊ,ɪ,z,f,EN207,EN181,EN651,EN-participant6,EN-participant2,True,-2,-1,69,1,0,EN,1
90,english,TU_TRIP6628_1,i,y,t,s,TU2,TU5,TU165,TU-participant2,TU-participant3,True,2,1,70,1,0,TU,5
90,english,FR_TRIP19220_0,œ,ɔ,z,b,FR2136,FR2216,FR1599,FR-participant3,FR-participant4,False,2,1,71,0,0,FR,0
90,english,BR_TRIP57448_0,e,ɛ,t,ʃ,BR817,BR813,BR933,BR-participant1,BR-participant5,False,3,1,72,0,0,BR,2
90,english,BR_TRIP9774_1,i,ĩ,f,s,BR47,BR151,BR742,BR-participant2,BR-participant1,True,-2,-1,73,1,0,BR,2
90,english,ES_TRIP31426_0,ø:,y:,s,t,ES261,ES264,ES297,ES-participant1,ES-participant5,False,1,1,74,0,0,ES,6
90,english,EN_TRIP24152_1,ɑ,u,f,s,EN563,EN700,EN10,EN-participant2,EN-participant6,True,3,1,75,1,0,EN,1
90,english,GR_TRIP57643_0,aː,yː,f,t,GR316,GR378,GR600,GR-participant4,GR-participant1,False,2,1,76,0,0,GR,3
90,english,FR_TRIP55112_1,y,i,f,f,FR409,FR205,FR4378,FR-participant6,FR-participant8,True,3,1,77,1,0,FR,0
90,english,TU_TRIP9973_0,ɯ,œ,d,ʃ,TU244,TU206,TU88,TU-participant1,TU-participant4,False,3,1,78,0,0,TU,5
90,english,GR_TRIP51324_0,yː,iː,z,t,GR43,GR120,GR529,GR-participant6,GR-participant1,False,3,1,79,0,0,GR,3
90,english,GR_TRIP78474_0,øː,ʏ,l,t,GR732,GR695,GR412,GR-participant5,GR-participant3,False,2,1,80,0,0,GR,3
90,english,GR_TRIP67207_1,øː,yː,ts,k,GR314,GR284,GR459,GR-participant4,GR-participant3,True,1,1,81,1,0,GR,3
90,english,ES_TRIP28763_1,i:,y:,s,t,ES191,ES168,ES62,ES-participant3,ES-participant2,True,2,1,82,1,0,ES,6
90,english,EN_TRIP36468_0,u,ʊ,z,f,EN1462,EN1342,EN2052,EN-participant3,EN-participant7,False,2,1,83,0,0,EN,1
90,english,ES_TRIP26801_1,ɤ:,i:,m,v,ES184,ES185,ES55,ES-participant3,ES-participant2,True,2,1,84,1,0,ES,6
90,english,ES_TRIP3107_1,ɤ:,æ:,m,v,ES43,ES10,ES136,ES-participant2,ES-participant4,True,2,1,85,1,0,ES,6
90,english,ES_TRIP9374_1,ø:,ɤ:,s,t,ES309,ES286,ES189,ES-participant5,ES-participant3,True,-2,-1,86,1,0,ES,6
90,english,BR_TRIP30615_0,i,e,d,s,BR993,BR864,BR326,BR-participant5,BR-participant4,False,2,1,87,0,0,BR,2
90,english,ES_TRIP18403_1,æ:,y:,m,v,ES355,ES342,ES259,ES-participant5,ES-participant1,True,3,1,88,1,0,ES,6
90,english,GR_TRIP61692_0,ʏ,ʊ,f,s,GR326,GR348,GR548,GR-participant4,GR-participant1,False,2,1,89,0,0,GR,3
90,english,FR_TRIP81997_0,ɛ̃,ɛ,z,b,FR3470,FR3779,FR4203,FR-participant5,FR-participant8,False,3,1,90,0,0,FR,0
90,english,BR_TRIP24457_0,i,ɛ,t,t,BR1055,BR860,BR795,BR-participant5,BR-participant1,False,2,1,91,0,0,BR,2
90,english,ES_TRIP30735_0,æ:,ø:,l,s,ES163,ES171,ES295,ES-participant3,ES-participant5,False,2,1,92,0,0,ES,6
